Client_ID,Geographic_Zone,Average_Ticket
4233,Ciudad de México,2567.67
4234,Zona Metropolitana de Monterrey,2667.11
4236,Zona Metropolitana de Monterrey,1638.11
4237,Zona Metropolitana de Monterrey,218.73
4238,Ciudad de México,1230.02
4239,Ciudad de México,1832.69
4240,Zona Metropolitana de Monterrey,1823.48
4241,Sur,684.9
4242,Ciudad de México,1722.83
4243,Zona Metropolitana de Guadalajara,1673.75
4244,Zona Metropolitana de Guadalajara,3383.65
4246,Zona Metropolitana de Guadalajara,2889.62
4247,Ciudad de México,1661.7
4249,Zona Metropolitana de Guadalajara,920.92
4250,Bajío,969.14
4251,Zona Metropolitana de Monterrey,1066.23
4252,Ciudad de México,2226.64
4254,Noroeste,484.08
4255,Zona Metropolitana de Guadalajara,1052.89
4256,Zona Metropolitana de Monterrey,1692.07
4257,Ciudad de México,1827.87
4258,Ciudad de México,2502.07
4259,Zona Metropolitana de Guadalajara,476.95
4260,Zona Metropolitana de Monterrey,366.05
4261,Ciudad de México,2196.47
4262,Zona Metropolitana de Monterrey,2269.94
4263,Ciudad de México,1272.75
4264,Ciudad de México,1141.12
4265,Noroeste,2336.97
4267,Bajío,1093.21
4268,Ciudad de México,1256.07
4269,Zona Metropolitana de Monterrey,1083.56
4270,Bajío,150.0
4271,Sureste,1922.58
4272,Ciudad de México,150.0
4273,Bajío,3622.45
4275,Zona Metropolitana de Guadalajara,898.5
4276,Sur,563.28
4278,Ciudad de México,666.09
4279,Sur,1448.6
4280,Ciudad de México,2085.13
4281,Sur,564.23
4282,Zona Metropolitana de Monterrey,1270.69
4284,Bajío,2397.25
4286,Zona Metropolitana de Guadalajara,556.86
4287,Sur,150.0
4288,Ciudad de México,1342.7
4289,Ciudad de México,1976.81
4290,Sureste,664.14
4291,Bajío,1272.47
4292,Bajío,927.78
4293,Zona Metropolitana de Guadalajara,1106.52
4294,Ciudad de México,1658.44
4295,Noroeste,150.0
4296,Sureste,3737.54
4297,Zona Metropolitana de Monterrey,231.65
4298,Sureste,2691.51
4299,Bajío,150.0
4300,Noroeste,1404.21
4301,Zona Metropolitana de Monterrey,1613.91
4303,Zona Metropolitana de Monterrey,775.38
4304,Noroeste,2247.65
4305,Sur,2898.1
4306,Ciudad de México,1320.18
4307,Bajío,623.46
4308,Ciudad de México,1543.13
4310,Bajío,439.03
4311,Bajío,1771.05
4312,Ciudad de México,1159.0
4313,Ciudad de México,2684.83
4314,Ciudad de México,852.48
4315,Ciudad de México,2531.39
4316,Ciudad de México,720.03
4317,Zona Metropolitana de Monterrey,3396.72
4318,Ciudad de México,1168.94
4319,Zona Metropolitana de Monterrey,1428.4
4320,Zona Metropolitana de Monterrey,2309.65
4321,Zona Metropolitana de Guadalajara,1010.62
4322,Ciudad de México,150.0
4323,Ciudad de México,1937.25
4324,Zona Metropolitana de Monterrey,1458.33
4325,Bajío,1515.49
4326,Bajío,628.24
4327,Zona Metropolitana de Guadalajara,1641.98
4328,Bajío,3728.24
4329,Ciudad de México,294.0
4330,Sur,490.37
4331,Zona Metropolitana de Monterrey,1726.32
4332,Ciudad de México,1289.29
4333,Sur,355.07
4334,Noroeste,956.41
4335,Zona Metropolitana de Guadalajara,1282.76
4336,Zona Metropolitana de Guadalajara,1616.9
4337,Zona Metropolitana de Monterrey,441.39
4338,Ciudad de México,1329.65
4339,Ciudad de México,2387.56
4340,Zona Metropolitana de Guadalajara,2744.46
4341,Bajío,794.92
4342,Sureste,844.26
4343,Zona Metropolitana de Guadalajara,445.13
4344,Noroeste,2456.85
4345,Zona Metropolitana de Monterrey,150.0
4346,Zona Metropolitana de Monterrey,1982.72
4347,Zona Metropolitana de Guadalajara,547.9
4348,Ciudad de México,3978.79
4349,Ciudad de México,1490.93
4350,Zona Metropolitana de Guadalajara,1064.25
4351,Ciudad de México,4797.98
4352,Zona Metropolitana de Monterrey,374.48
4353,Sureste,1115.92
4354,Ciudad de México,1668.24
4355,Noroeste,623.66
4356,Bajío,769.06
4357,Noroeste,614.55
4358,Noroeste,1761.19
4359,Zona Metropolitana de Guadalajara,1379.34
4360,Bajío,497.86
4362,Ciudad de México,1458.75
4363,Zona Metropolitana de Guadalajara,1204.74
4364,Ciudad de México,1726.83
4365,Zona Metropolitana de Guadalajara,901.31
4366,Zona Metropolitana de Guadalajara,1934.0
4367,Zona Metropolitana de Guadalajara,786.9
4368,Bajío,1736.87
4369,Ciudad de México,1854.63
4370,Ciudad de México,1597.15
4371,Noroeste,1225.88
4372,Zona Metropolitana de Monterrey,940.44
4373,Ciudad de México,2775.87
4374,Ciudad de México,1772.42
4375,Sureste,1524.83
4376,Zona Metropolitana de Monterrey,2941.51
4377,Sureste,1773.01
4378,Ciudad de México,578.55
4379,Zona Metropolitana de Monterrey,2752.87
4380,Zona Metropolitana de Monterrey,1239.79
4381,Zona Metropolitana de Monterrey,744.96
4382,Sur,564.81
4383,Bajío,368.33
4384,Ciudad de México,1066.01
4385,Zona Metropolitana de Monterrey,6954.02
4386,Ciudad de México,2126.47
4387,Sureste,1193.57
4388,Zona Metropolitana de Guadalajara,4733.52
4389,Ciudad de México,1959.37
4390,Ciudad de México,1929.7
4391,Bajío,2281.06
4392,Zona Metropolitana de Guadalajara,1138.33
4393,Sur,1357.26
4394,Bajío,836.54
4395,Bajío,440.01
4396,Zona Metropolitana de Guadalajara,2417.13
4397,Ciudad de México,1397.37
4398,Zona Metropolitana de Monterrey,2250.7
4399,Zona Metropolitana de Monterrey,1313.71
4400,Sur,183.83
4401,Bajío,1406.54
4402,Sureste,1174.33
4403,Zona Metropolitana de Monterrey,1633.3
4404,Zona Metropolitana de Monterrey,1301.08
4405,Sureste,953.25
4406,Zona Metropolitana de Guadalajara,1576.05
4407,Zona Metropolitana de Guadalajara,1852.35
4408,Zona Metropolitana de Guadalajara,150.0
4409,Ciudad de México,1334.79
4410,Zona Metropolitana de Guadalajara,1654.18
4411,Bajío,1573.37
4412,Bajío,2213.94
4413,Zona Metropolitana de Guadalajara,777.49
4414,Zona Metropolitana de Monterrey,1331.12
4415,Sur,691.46
4416,Ciudad de México,443.19
4417,Bajío,1789.92
4418,Sur,904.84
4419,Ciudad de México,4176.5
4420,Zona Metropolitana de Monterrey,1349.61
4421,Zona Metropolitana de Guadalajara,2935.49
4422,Bajío,1013.72
4424,Noroeste,2079.86
4425,Ciudad de México,150.0
4426,Zona Metropolitana de Monterrey,566.16
4427,Ciudad de México,4222.65
4428,Zona Metropolitana de Monterrey,2374.55
4429,Ciudad de México,1298.81
4430,Bajío,1402.11
4431,Zona Metropolitana de Monterrey,2152.55
4432,Sur,1204.53
4433,Zona Metropolitana de Monterrey,2424.34
4434,Ciudad de México,1529.74
4435,Ciudad de México,1949.3
4436,Sur,1301.93
4437,Zona Metropolitana de Monterrey,2538.64
4438,Noroeste,3393.17
4439,Zona Metropolitana de Guadalajara,533.75
4440,Bajío,2522.63
4441,Ciudad de México,1701.89
4442,Ciudad de México,1370.66
4443,Zona Metropolitana de Monterrey,910.87
4444,Ciudad de México,1207.35
4445,Ciudad de México,2977.08
4446,Ciudad de México,1860.06
4447,Ciudad de México,235.16
4448,Zona Metropolitana de Guadalajara,684.47
4449,Zona Metropolitana de Guadalajara,1244.82
4450,Ciudad de México,2443.6
4451,Ciudad de México,2392.2
4452,Ciudad de México,1409.35
4453,Bajío,2993.88
4454,Zona Metropolitana de Guadalajara,675.11
4455,Zona Metropolitana de Monterrey,1945.6
4456,Zona Metropolitana de Monterrey,2722.24
4457,Ciudad de México,1173.04
4458,Bajío,1134.46
4459,Bajío,1387.86
4460,Noroeste,150.0
4461,Zona Metropolitana de Monterrey,1702.3
4462,Ciudad de México,356.75
4463,Bajío,279.14
4464,Ciudad de México,1099.63
4466,Noroeste,1533.31
4467,Zona Metropolitana de Monterrey,2539.49
4468,Zona Metropolitana de Guadalajara,1328.56
4469,Zona Metropolitana de Guadalajara,873.34
4470,Zona Metropolitana de Monterrey,1551.22
4471,Noroeste,1934.41
4472,Ciudad de México,868.13
4473,Ciudad de México,1709.23
4474,Zona Metropolitana de Monterrey,150.0
4475,Noroeste,2064.72
4476,Zona Metropolitana de Monterrey,456.94
4477,Zona Metropolitana de Guadalajara,1296.48
4478,Bajío,216.98
4479,Zona Metropolitana de Guadalajara,3175.23
4480,Zona Metropolitana de Guadalajara,1882.13
4481,Bajío,1512.85
4482,Zona Metropolitana de Guadalajara,1207.33
4483,Zona Metropolitana de Monterrey,3031.03
4484,Ciudad de México,873.75
4485,Zona Metropolitana de Monterrey,3226.07
4486,Zona Metropolitana de Guadalajara,799.43
4487,Ciudad de México,908.83
4488,Noroeste,878.3
4489,Ciudad de México,1093.51
4490,Bajío,916.18
4491,Noroeste,764.03
4492,Zona Metropolitana de Guadalajara,2074.52
4495,Ciudad de México,1332.63
4496,Sureste,2100.91
4497,Ciudad de México,933.38
4499,Sur,928.63
4500,Ciudad de México,903.88
4501,Ciudad de México,381.84
4502,Ciudad de México,1139.48
4503,Zona Metropolitana de Guadalajara,1147.87
4504,Noroeste,1472.25
4505,Ciudad de México,734.81
4506,Ciudad de México,750.46
4507,Ciudad de México,3546.85
4508,Bajío,3630.98
4510,Zona Metropolitana de Monterrey,1598.61
4511,Ciudad de México,1239.37
4512,Zona Metropolitana de Guadalajara,1229.94
4513,Ciudad de México,4934.42
4514,Zona Metropolitana de Monterrey,1759.56
4515,Zona Metropolitana de Monterrey,1723.03
4516,Zona Metropolitana de Monterrey,1551.66
4517,Zona Metropolitana de Monterrey,1703.87
4518,Noroeste,2213.82
4519,Bajío,2403.04
4520,Zona Metropolitana de Monterrey,2950.37
4521,Ciudad de México,2027.88
4522,Zona Metropolitana de Monterrey,736.37
4523,Bajío,1478.15
4524,Ciudad de México,2336.22
4525,Zona Metropolitana de Monterrey,1505.29
4526,Noroeste,1171.99
4527,Noroeste,242.72
4528,Zona Metropolitana de Monterrey,981.34
4529,Ciudad de México,1949.92
4530,Zona Metropolitana de Guadalajara,2847.17
4531,Ciudad de México,2711.74
4532,Zona Metropolitana de Monterrey,646.58
4533,Zona Metropolitana de Guadalajara,2521.86
4534,Noroeste,1335.72
4535,Zona Metropolitana de Monterrey,1177.9
4536,Zona Metropolitana de Monterrey,1618.72
4537,Bajío,1931.72
4539,Ciudad de México,757.39
4540,Zona Metropolitana de Guadalajara,765.19
4542,Sureste,1967.13
4543,Noroeste,1256.14
4544,Zona Metropolitana de Guadalajara,3892.32
4545,Zona Metropolitana de Monterrey,963.88
4546,Zona Metropolitana de Guadalajara,2247.5
4548,Zona Metropolitana de Guadalajara,2292.2
4549,Ciudad de México,484.01
4550,Sur,1931.19
4551,Sur,1255.48
4552,Zona Metropolitana de Monterrey,1770.74
4553,Noroeste,1247.31
4554,Zona Metropolitana de Monterrey,1785.93
4555,Zona Metropolitana de Guadalajara,1212.6
4556,Ciudad de México,1633.43
4557,Zona Metropolitana de Guadalajara,3505.95
4559,Ciudad de México,760.65
4560,Ciudad de México,1616.67
4561,Sur,2442.91
4562,Zona Metropolitana de Guadalajara,568.82
4563,Zona Metropolitana de Monterrey,1595.15
4564,Ciudad de México,2824.42
4565,Ciudad de México,2050.21
4566,Noroeste,1203.52
4567,Ciudad de México,1529.16
4568,Ciudad de México,2711.39
4569,Ciudad de México,150.0
4570,Bajío,150.0
4571,Zona Metropolitana de Monterrey,3069.38
4572,Sureste,2941.18
4573,Zona Metropolitana de Monterrey,1728.41
4574,Zona Metropolitana de Guadalajara,966.44
4576,Sureste,219.66
4577,Zona Metropolitana de Monterrey,655.9
4578,Zona Metropolitana de Monterrey,2789.38
4579,Ciudad de México,1877.7
4580,Ciudad de México,1145.12
4581,Sur,431.94
4582,Ciudad de México,921.62
4583,Ciudad de México,1356.38
4584,Bajío,944.37
4585,Zona Metropolitana de Monterrey,2759.08
4586,Zona Metropolitana de Guadalajara,3014.78
4587,Ciudad de México,1865.69
4588,Zona Metropolitana de Monterrey,806.4
4589,Noroeste,2076.62
4590,Zona Metropolitana de Monterrey,585.56
4591,Ciudad de México,762.85
4593,Bajío,2023.24
4594,Sureste,857.4
4595,Sur,2244.79
4596,Sureste,1192.21
4597,Zona Metropolitana de Monterrey,922.22
4598,Zona Metropolitana de Monterrey,4514.02
4599,Zona Metropolitana de Guadalajara,888.2
4600,Zona Metropolitana de Guadalajara,1857.59
4601,Zona Metropolitana de Monterrey,1684.6
4602,Bajío,1998.91
4603,Bajío,5039.25
4604,Ciudad de México,555.14
4605,Sureste,470.42
4606,Sureste,718.84
4607,Ciudad de México,1704.01
4608,Ciudad de México,1895.73
4609,Zona Metropolitana de Monterrey,1066.64
4610,Bajío,599.38
4611,Ciudad de México,1140.36
4613,Ciudad de México,873.6
4614,Sur,1398.04
4615,Sur,150.0
4616,Bajío,490.37
4617,Bajío,1684.41
4618,Zona Metropolitana de Monterrey,665.9
4619,Sureste,272.51
4620,Bajío,583.81
4621,Ciudad de México,512.2
4622,Zona Metropolitana de Guadalajara,1427.48
4623,Bajío,1351.44
4624,Bajío,1030.37
4625,Zona Metropolitana de Monterrey,3821.01
4626,Zona Metropolitana de Guadalajara,2152.44
4627,Bajío,2314.62
4628,Sureste,1291.02
4629,Zona Metropolitana de Monterrey,150.0
4630,Noroeste,1466.09
4631,Ciudad de México,312.52
4632,Noroeste,290.29
4633,Zona Metropolitana de Guadalajara,297.95
4634,Zona Metropolitana de Guadalajara,700.82
4635,Zona Metropolitana de Guadalajara,1630.07
4636,Sur,688.1
4637,Zona Metropolitana de Monterrey,302.72
4638,Zona Metropolitana de Guadalajara,266.92
4639,Zona Metropolitana de Monterrey,1431.71
4640,Zona Metropolitana de Guadalajara,3018.4
4641,Noroeste,1826.3
4642,Ciudad de México,359.16
4643,Noroeste,1668.22
4644,Zona Metropolitana de Guadalajara,150.0
4645,Bajío,662.99
4646,Zona Metropolitana de Guadalajara,1932.69
4647,Bajío,500.28
4649,Zona Metropolitana de Guadalajara,1964.61
4650,Ciudad de México,2238.46
4651,Zona Metropolitana de Guadalajara,677.3
4652,Bajío,150.0
4654,Zona Metropolitana de Guadalajara,238.09
4655,Zona Metropolitana de Monterrey,1454.88
4656,Ciudad de México,917.65
4657,Zona Metropolitana de Guadalajara,2046.24
4658,Sur,761.86
4659,Zona Metropolitana de Guadalajara,877.29
4660,Ciudad de México,1467.0
4661,Ciudad de México,2705.76
4662,Sureste,2506.7
4663,Sur,1331.62
4664,Ciudad de México,831.66
4665,Ciudad de México,3302.92
4666,Ciudad de México,1534.95
4667,Ciudad de México,2814.94
4668,Ciudad de México,1003.66
4669,Ciudad de México,1071.49
4670,Ciudad de México,795.5
4671,Bajío,1320.08
4673,Ciudad de México,724.84
4674,Ciudad de México,1541.38
4675,Zona Metropolitana de Monterrey,3190.83
4676,Zona Metropolitana de Guadalajara,2557.76
4677,Bajío,6001.86
4678,Ciudad de México,3565.46
4679,Ciudad de México,839.71
4680,Sureste,1308.96
4681,Zona Metropolitana de Guadalajara,491.84
4682,Zona Metropolitana de Monterrey,1423.8
4683,Zona Metropolitana de Guadalajara,2020.42
4684,Zona Metropolitana de Guadalajara,150.0
4685,Ciudad de México,963.62
4686,Ciudad de México,441.33
4687,Bajío,150.0
4688,Ciudad de México,1476.11
4689,Ciudad de México,2393.48
4690,Sureste,1815.16
4691,Ciudad de México,861.11
4692,Zona Metropolitana de Monterrey,3155.7
4693,Ciudad de México,1859.44
4694,Zona Metropolitana de Monterrey,1819.42
4695,Zona Metropolitana de Guadalajara,529.53
4696,Ciudad de México,1306.71
4697,Ciudad de México,1102.38
4698,Zona Metropolitana de Monterrey,150.0
4699,Bajío,1343.06
4700,Ciudad de México,5057.71
4701,Ciudad de México,2058.54
4702,Noroeste,1403.24
4703,Noroeste,633.24
4704,Zona Metropolitana de Monterrey,272.16
4705,Ciudad de México,2372.74
4706,Noroeste,826.17
4707,Bajío,2209.26
4708,Zona Metropolitana de Monterrey,2502.25
4709,Zona Metropolitana de Guadalajara,2063.27
4711,Zona Metropolitana de Monterrey,367.47
4712,Zona Metropolitana de Monterrey,369.5
4713,Ciudad de México,440.23
4714,Bajío,1322.8
4715,Ciudad de México,3466.9
4716,Zona Metropolitana de Guadalajara,1876.61
4717,Zona Metropolitana de Monterrey,666.03
4718,Ciudad de México,1284.24
4720,Zona Metropolitana de Guadalajara,150.0
4721,Ciudad de México,3837.32
4722,Zona Metropolitana de Guadalajara,1610.96
4723,Sureste,2306.16
4724,Ciudad de México,914.62
4725,Zona Metropolitana de Monterrey,2534.84
4726,Bajío,1802.86
4727,Zona Metropolitana de Guadalajara,2440.25
4728,Zona Metropolitana de Monterrey,1253.88
4729,Zona Metropolitana de Monterrey,436.33
4730,Ciudad de México,2143.34
4731,Zona Metropolitana de Monterrey,3039.26
4732,Zona Metropolitana de Monterrey,1149.77
4734,Sureste,1126.38
4735,Sureste,150.0
4736,Bajío,363.56
4737,Sur,2688.61
4738,Bajío,248.06
4739,Zona Metropolitana de Monterrey,1367.58
4740,Ciudad de México,3137.66
4742,Sureste,806.19
4743,Noroeste,911.94
4744,Zona Metropolitana de Guadalajara,860.55
4745,Zona Metropolitana de Monterrey,1264.81
4746,Ciudad de México,4153.42
4747,Zona Metropolitana de Monterrey,448.5
4748,Ciudad de México,847.92
4749,Ciudad de México,2362.49
4750,Bajío,866.21
4751,Ciudad de México,1779.06
4752,Ciudad de México,1750.16
4753,Bajío,894.79
4754,Zona Metropolitana de Monterrey,454.14
4755,Ciudad de México,2452.85
4756,Zona Metropolitana de Monterrey,598.33
4757,Ciudad de México,524.18
4758,Sur,1500.6
4759,Zona Metropolitana de Monterrey,663.14
4760,Sureste,1677.98
4761,Zona Metropolitana de Guadalajara,2291.74
4762,Sur,2714.34
4763,Zona Metropolitana de Monterrey,1386.6
4764,Zona Metropolitana de Monterrey,557.7
4765,Bajío,915.7
4766,Zona Metropolitana de Monterrey,1685.96
4767,Sur,1012.65
4768,Ciudad de México,2050.94
4769,Zona Metropolitana de Monterrey,2194.24
4770,Ciudad de México,971.75
4771,Zona Metropolitana de Monterrey,674.51
4772,Ciudad de México,2334.11
4773,Ciudad de México,1566.57
4774,Zona Metropolitana de Guadalajara,472.32
4775,Zona Metropolitana de Guadalajara,1731.9
4776,Bajío,1430.55
4777,Ciudad de México,762.19
4778,Bajío,1482.2
4779,Zona Metropolitana de Monterrey,1955.23
4780,Zona Metropolitana de Guadalajara,150.0
4781,Ciudad de México,705.24
4782,Ciudad de México,1844.43
4784,Sureste,548.72
4785,Zona Metropolitana de Monterrey,524.13
4786,Zona Metropolitana de Monterrey,394.07
4787,Ciudad de México,1556.16
4788,Bajío,2794.01
4789,Ciudad de México,3024.63
4790,Zona Metropolitana de Guadalajara,2360.43
4791,Zona Metropolitana de Monterrey,1067.61
4792,Sureste,1214.4
4793,Noroeste,330.74
4794,Zona Metropolitana de Monterrey,3887.95
4795,Bajío,1166.78
4796,Ciudad de México,1958.89
4797,Bajío,1726.2
4798,Ciudad de México,2456.6
4799,Bajío,3855.67
4800,Ciudad de México,2205.06
4801,Ciudad de México,2523.57
4802,Zona Metropolitana de Monterrey,1925.59
4803,Ciudad de México,1214.69
4804,Zona Metropolitana de Monterrey,1100.85
4805,Noroeste,2750.66
4806,Ciudad de México,1931.49
4807,Zona Metropolitana de Guadalajara,800.07
4808,Ciudad de México,1768.04
4809,Noroeste,2695.42
4810,Bajío,716.56
4811,Zona Metropolitana de Guadalajara,337.07
4812,Zona Metropolitana de Guadalajara,2212.16
4813,Zona Metropolitana de Monterrey,150.0
4814,Ciudad de México,1748.52
4815,Zona Metropolitana de Guadalajara,1011.67
4816,Noroeste,906.15
4817,Zona Metropolitana de Monterrey,690.52
4818,Ciudad de México,3041.21
4819,Zona Metropolitana de Guadalajara,1645.01
4820,Sureste,712.82
4821,Zona Metropolitana de Monterrey,2670.43
4822,Ciudad de México,639.0
4823,Zona Metropolitana de Monterrey,1548.51
4824,Noroeste,2375.68
4825,Noroeste,250.38
4826,Ciudad de México,904.47
4827,Ciudad de México,409.06
4828,Zona Metropolitana de Monterrey,575.32
4829,Bajío,396.57
4831,Zona Metropolitana de Monterrey,3960.29
4832,Ciudad de México,2464.04
4833,Bajío,963.3
4834,Ciudad de México,2181.2
4835,Ciudad de México,865.0
4836,Zona Metropolitana de Monterrey,1248.1
4837,Bajío,1807.3
4838,Zona Metropolitana de Monterrey,612.01
4839,Noroeste,1390.44
4840,Zona Metropolitana de Monterrey,150.0
4841,Bajío,3989.05
4842,Zona Metropolitana de Monterrey,617.5
4843,Ciudad de México,1921.82
4844,Ciudad de México,2412.56
4845,Noroeste,1678.7
4847,Zona Metropolitana de Guadalajara,198.67
4848,Ciudad de México,2040.71
4849,Noroeste,887.71
4852,Zona Metropolitana de Guadalajara,3429.98
4853,Noroeste,699.07
4854,Zona Metropolitana de Guadalajara,497.06
4856,Bajío,612.11
4857,Ciudad de México,1364.91
4858,Zona Metropolitana de Guadalajara,1480.74
4859,Zona Metropolitana de Monterrey,921.71
4860,Zona Metropolitana de Monterrey,1082.23
4861,Sur,1349.03
4862,Ciudad de México,1193.83
4864,Ciudad de México,2202.76
4865,Bajío,669.99
4866,Zona Metropolitana de Monterrey,724.16
4867,Bajío,857.81
4868,Zona Metropolitana de Monterrey,2895.95
4869,Noroeste,1031.7
4870,Bajío,1940.63
4871,Bajío,2196.44
4872,Noroeste,818.15
4873,Sur,2369.27
4875,Zona Metropolitana de Monterrey,1773.22
4876,Zona Metropolitana de Guadalajara,2706.6
4877,Bajío,710.01
4878,Bajío,779.48
4879,Zona Metropolitana de Monterrey,731.58
4880,Ciudad de México,863.52
4881,Sur,1402.66
4882,Ciudad de México,669.59
4883,Ciudad de México,1317.48
4884,Bajío,1433.6
4885,Noroeste,1548.05
4886,Sur,2714.78
4887,Sureste,694.78
4888,Zona Metropolitana de Guadalajara,954.82
4889,Ciudad de México,1934.41
4890,Noroeste,785.86
4891,Noroeste,310.36
4892,Ciudad de México,1177.42
4893,Bajío,1406.44
4894,Bajío,2169.87
4895,Ciudad de México,1345.48
4896,Noroeste,2524.09
4897,Ciudad de México,1765.03
4898,Zona Metropolitana de Guadalajara,2736.25
4899,Zona Metropolitana de Guadalajara,1013.77
4900,Zona Metropolitana de Guadalajara,348.43
4901,Sureste,367.82
4902,Sur,1555.4
4903,Ciudad de México,150.0
4904,Sureste,446.71
4905,Noroeste,1828.24
4906,Sur,2096.11
4908,Bajío,1140.33
4909,Ciudad de México,2621.61
4910,Zona Metropolitana de Monterrey,1876.47
4911,Sur,2321.74
4912,Ciudad de México,2396.86
4913,Bajío,1806.02
4914,Ciudad de México,1629.57
4915,Bajío,952.07
4916,Sur,1050.21
4917,Zona Metropolitana de Monterrey,1546.63
4918,Zona Metropolitana de Guadalajara,433.31
4919,Zona Metropolitana de Monterrey,2886.3
4920,Ciudad de México,1445.61
4921,Ciudad de México,1412.72
4922,Zona Metropolitana de Monterrey,150.0
4923,Bajío,853.91
4924,Zona Metropolitana de Monterrey,2054.8
4925,Noroeste,667.54
4926,Noroeste,1847.35
4927,Ciudad de México,1126.6
4928,Zona Metropolitana de Guadalajara,1394.36
4929,Noroeste,2918.68
4930,Zona Metropolitana de Monterrey,1644.95
4931,Ciudad de México,954.89
4932,Zona Metropolitana de Guadalajara,3738.59
4933,Ciudad de México,2356.13
4934,Ciudad de México,1245.52
4935,Sur,1741.44
4936,Zona Metropolitana de Guadalajara,1135.04
4937,Ciudad de México,2169.77
4938,Ciudad de México,2700.75
4939,Sureste,1166.07
4940,Zona Metropolitana de Guadalajara,2286.76
4941,Sur,1344.65
4942,Zona Metropolitana de Guadalajara,3927.64
4943,Bajío,3366.23
4944,Ciudad de México,1807.87
4946,Ciudad de México,515.92
4947,Bajío,1100.04
4948,Zona Metropolitana de Guadalajara,2547.1
4949,Bajío,920.77
4950,Sureste,458.82
4951,Sureste,840.98
4952,Sur,1197.45
4953,Zona Metropolitana de Guadalajara,1178.37
4954,Noroeste,1202.62
4955,Zona Metropolitana de Monterrey,1144.85
4956,Ciudad de México,948.58
4957,Zona Metropolitana de Monterrey,1546.91
4958,Ciudad de México,3260.65
4959,Ciudad de México,2240.27
4960,Ciudad de México,2878.11
4961,Zona Metropolitana de Monterrey,1978.27
4962,Ciudad de México,1321.91
4963,Zona Metropolitana de Monterrey,1485.33
4964,Zona Metropolitana de Guadalajara,2182.29
4965,Ciudad de México,1403.7
4966,Zona Metropolitana de Guadalajara,811.45
4967,Ciudad de México,1138.12
4968,Zona Metropolitana de Monterrey,2980.38
4969,Ciudad de México,512.97
4970,Noroeste,1444.92
4971,Zona Metropolitana de Guadalajara,1655.48
4972,Sur,443.97
4973,Bajío,390.93
4974,Ciudad de México,823.55
4975,Sur,1492.75
4976,Noroeste,150.0
4977,Zona Metropolitana de Guadalajara,1995.13
4978,Ciudad de México,1894.94
4979,Bajío,2015.09
4980,Sur,1315.35
4981,Zona Metropolitana de Monterrey,2910.69
4982,Zona Metropolitana de Guadalajara,2565.32
4983,Noroeste,794.6
4984,Noroeste,2471.84
4985,Ciudad de México,1059.54
4986,Ciudad de México,2589.08
4988,Bajío,995.3
4989,Zona Metropolitana de Monterrey,2532.04
4990,Ciudad de México,2050.32
4991,Sureste,1836.68
4992,Sureste,1217.44
4993,Sur,396.41
4994,Zona Metropolitana de Monterrey,150.0
4995,Ciudad de México,2607.34
4996,Ciudad de México,1565.13
4997,Noroeste,1476.86
4998,Zona Metropolitana de Guadalajara,1684.31
4999,Ciudad de México,3024.78
5000,Zona Metropolitana de Guadalajara,2410.87
5001,Ciudad de México,5638.07
5002,Zona Metropolitana de Guadalajara,916.86
5003,Bajío,2129.48
5004,Zona Metropolitana de Guadalajara,1616.96
5005,Zona Metropolitana de Monterrey,2496.78
5006,Zona Metropolitana de Monterrey,2860.0
5007,Ciudad de México,1665.75
5008,Zona Metropolitana de Guadalajara,150.0
5009,Ciudad de México,2144.05
5010,Zona Metropolitana de Guadalajara,2740.72
5011,Zona Metropolitana de Monterrey,3014.97
5012,Ciudad de México,2377.28
5013,Zona Metropolitana de Monterrey,1925.27
5014,Sureste,1328.2
5015,Bajío,1446.0
5016,Zona Metropolitana de Guadalajara,4274.06
5017,Zona Metropolitana de Guadalajara,1198.84
5018,Ciudad de México,1110.76
5019,Noroeste,435.82
5020,Ciudad de México,1590.5
5021,Zona Metropolitana de Guadalajara,249.35
5022,Zona Metropolitana de Guadalajara,2368.34
5023,Ciudad de México,1664.88
5024,Ciudad de México,1844.74
5025,Ciudad de México,150.0
5026,Ciudad de México,2563.18
5027,Sur,325.57
5029,Noroeste,476.98
5030,Zona Metropolitana de Guadalajara,3282.2
5031,Sur,556.81
5032,Sureste,2579.41
5033,Sureste,1121.09
5034,Zona Metropolitana de Monterrey,2115.35
5035,Zona Metropolitana de Monterrey,2540.79
5036,Noroeste,844.43
5037,Ciudad de México,535.99
5039,Sur,150.0
5040,Zona Metropolitana de Guadalajara,947.84
5041,Ciudad de México,1497.57
5042,Ciudad de México,1568.91
5043,Ciudad de México,2236.89
5044,Noroeste,446.21
5045,Zona Metropolitana de Guadalajara,954.91
5046,Sur,2025.4
5047,Zona Metropolitana de Monterrey,666.63
5048,Ciudad de México,1139.33
5049,Bajío,1465.43
5050,Bajío,1918.19
5051,Bajío,1000.76
5052,Ciudad de México,150.0
5053,Zona Metropolitana de Guadalajara,435.86
5054,Sureste,1337.82
5055,Ciudad de México,1964.12
5056,Noroeste,150.0
5057,Sur,533.78
5058,Sur,2013.88
5059,Sur,1233.82
5060,Ciudad de México,643.64
5061,Zona Metropolitana de Monterrey,1338.45
5062,Zona Metropolitana de Guadalajara,1297.84
5063,Zona Metropolitana de Guadalajara,491.36
5064,Zona Metropolitana de Guadalajara,1147.86
5065,Zona Metropolitana de Guadalajara,150.0
