Date,Product_id,Region,Units_expected,Stock,Percentage,Units_sold,Sales_amount,Sales_amount_manual,Clientes_unicos,N_transacciones,Product_name,Category,Subcategory,Static_price,Stock_turnover,Sell_through_pct,Days_inventory,Revenue_per_Unit_of_stock,Overstock_critico,Priority_action,Sobrestock crítico por MES,Excedente
2025-09-01,78,bajío,1070,1025,95.79,116,2426.55,2930.16,63,63,Jewelry Product 78,Accessories,Jewelry,25.26,0.113170732,10.8411215,265.0862069,2.367365854,TRUE,URGENTE 70% OFF,910.052,-1151.964
2025-10-01,78,bajío,1212,1283,105.86,131,2796.2,3309.06,68,68,Jewelry Product 78,Accessories,Jewelry,25.26,0.102104443,10.80858086,293.8167939,2.179423227,TRUE,URGENTE 70% OFF,1155.968,2307.932
2025-11-01,78,bajío,944,955,101.17,195,3660.405,4925.7,86,86,Jewelry Product 78,Accessories,Jewelry,25.26,0.204188482,20.65677966,146.9230769,3.832884817,TRUE,ALTO 50% OFF,833.596,-1474.336
2025-12-01,78,bajío,1164,1206,103.61,141,3063.5,3561.66,71,71,Jewelry Product 78,Accessories,Jewelry,25.26,0.116915423,12.11340206,256.5957447,2.540215589,TRUE,URGENTE 70% OFF,1081.668,2556.004
2025-01-01,79,bajío,1458,1464,100.41,155,3494.39,4104.4,84,84,Jewelry Product 79,Accessories,Jewelry,26.48,0.105874317,10.63100137,283.3548387,2.386878415,TRUE,URGENTE 70% OFF,1343.508,0
2025-02-01,79,bajío,1260,1510,119.84,118,2578.1,3124.64,59,61,Jewelry Product 79,Accessories,Jewelry,26.48,0.078145695,9.365079365,383.8983051,1.707350993,TRUE,URGENTE 70% OFF,1366.192,1366.192
2025-03-01,79,bajío,1332,1251,93.92,139,3163.99,3680.72,72,72,Jewelry Product 79,Accessories,Jewelry,26.48,0.111111111,10.43543544,270,2.529168665,TRUE,URGENTE 70% OFF,1138.296,-227.896
2025-04-01,79,bajío,1432,1460,101.96,151,3439.94,3998.48,79,80,Jewelry Product 79,Accessories,Jewelry,26.48,0.103424658,10.54469274,290.0662252,2.356123288,TRUE,URGENTE 70% OFF,1337.648,1565.544
2025-05-01,79,bajío,1607,1567,97.51,164,3739.27,4342.72,88,90,Jewelry Product 79,Accessories,Jewelry,26.48,0.104658583,10.20535159,286.6463415,2.38626037,TRUE,URGENTE 70% OFF,1449.988,-115.556
2025-06-01,79,bajío,2034,2582,126.94,235,5367.58,6222.8,122,124,Jewelry Product 79,Accessories,Jewelry,26.48,0.091014717,11.55358899,329.6170213,2.078845856,TRUE,URGENTE 70% OFF,2429.672,2545.228
2025-07-01,79,bajío,1577,1793,113.7,197,4399.17,5216.56,103,103,Jewelry Product 79,Accessories,Jewelry,26.48,0.109871723,12.49207356,273.0456853,2.453524819,TRUE,URGENTE 70% OFF,1656.56,-888.668
2025-08-01,79,bajío,1335,1379,103.3,143,3331.1,3786.64,81,81,Jewelry Product 79,Accessories,Jewelry,26.48,0.103698332,10.71161049,289.3006993,2.415591008,TRUE,URGENTE 70% OFF,1255.04,2143.708
2025-09-01,79,bajío,1533,1577,102.87,102,2351.05,2700.96,53,53,Jewelry Product 79,Accessories,Jewelry,26.48,0.064679772,6.653620352,463.8235294,1.490837032,TRUE,URGENTE 70% OFF,1453.556,-690.152
2025-10-01,79,bajío,1669,1983,118.81,219,4996.1,5799.12,110,111,Jewelry Product 79,Accessories,Jewelry,26.48,0.110438729,13.12162972,271.6438356,2.519465456,TRUE,URGENTE 70% OFF,1840.428,2530.58
2025-11-01,79,bajío,1298,1352,104.16,181,4159.23,4792.88,94,94,Jewelry Product 79,Accessories,Jewelry,26.48,0.13387574,13.94453005,224.0883978,3.07635355,TRUE,URGENTE 70% OFF,1227.008,-1303.572
2025-12-01,79,bajío,1202,1368,113.81,201,4581.09,5322.48,99,99,Jewelry Product 79,Accessories,Jewelry,26.48,0.146929825,16.72212978,204.1791045,3.34875,TRUE,URGENTE 70% OFF,1231.428,2535
2025-01-01,8,bajío,1189,1132,95.21,139,5259.95,6196.62,66,66,Tops Product 8,Fitness Wear,Tops,44.58,0.122791519,11.69049622,244.3165468,4.64659894,TRUE,URGENTE 70% OFF,1017.748,0
2025-02-01,8,bajío,1090,1149,105.41,147,5698.39,6553.26,72,72,Tops Product 8,Fitness Wear,Tops,44.58,0.127937337,13.48623853,234.4897959,4.959434291,TRUE,URGENTE 70% OFF,1022.508,1022.508
2025-03-01,8,bajío,991,1183,119.37,91,3426.93,4056.78,48,48,Tops Product 8,Fitness Wear,Tops,44.58,0.076923077,9.182643794,390,2.896813187,TRUE,URGENTE 70% OFF,1039.756,17.248
2025-04-01,8,bajío,1268,1118,88.17,141,5201.78,6285.78,64,64,Tops Product 8,Fitness Wear,Tops,44.58,0.126118068,11.11987382,237.8723404,4.652754919,TRUE,URGENTE 70% OFF,1012.196,994.948
2025-05-01,8,bajío,1093,1052,96.25,137,5137.69,6107.46,70,70,Tops Product 8,Fitness Wear,Tops,44.58,0.130228137,12.53430924,230.3649635,4.883735741,TRUE,URGENTE 70% OFF,936.5,-58.448
2025-06-01,8,bajío,1259,1181,93.8,153,5763.16,6820.74,77,78,Tops Product 8,Fitness Wear,Tops,44.58,0.129551228,12.15250199,231.5686275,4.879898391,TRUE,URGENTE 70% OFF,1068.44,1126.888
2025-07-01,8,bajío,1140,1085,95.18,113,4389.59,5037.54,54,56,Tops Product 8,Fitness Wear,Tops,44.58,0.104147465,9.912280702,288.0530973,4.045705069,TRUE,URGENTE 70% OFF,970.784,-156.104
2025-08-01,8,bajío,1333,1590,119.28,162,6127.76,7221.96,78,78,Tops Product 8,Fitness Wear,Tops,44.58,0.101886792,12.15303826,294.4444444,3.853937107,TRUE,URGENTE 70% OFF,1446.864,1602.968
2025-09-01,8,bajío,1403,1890,134.71,145,5480.61,6464.1,72,72,Tops Product 8,Fitness Wear,Tops,44.58,0.076719577,10.33499644,391.0344828,2.899793651,TRUE,URGENTE 70% OFF,1728.348,125.38
2025-10-01,8,bajío,1233,1377,111.68,109,4195.17,4859.22,53,55,Tops Product 8,Fitness Wear,Tops,44.58,0.079157589,8.840227088,378.9908257,3.046601307,TRUE,URGENTE 70% OFF,1242.984,1117.604
2025-11-01,8,bajío,1378,1728,125.4,233,8830.3,10387.14,118,119,Tops Product 8,Fitness Wear,Tops,44.58,0.134837963,16.90856313,222.4892704,5.110127315,TRUE,URGENTE 70% OFF,1577.52,459.916
2025-12-01,8,bajío,1113,1189,106.83,153,5784.59,6820.74,77,77,Tops Product 8,Fitness Wear,Tops,44.58,0.128679563,13.74663073,233.1372549,4.86508831,TRUE,URGENTE 70% OFF,1060.804,600.888
2025-01-01,80,bajío,1034,952,92.07,143,12944.65,14943.5,70,71,Jewelry Product 80,Accessories,Jewelry,104.5,0.150210084,13.82978723,199.7202797,13.59732143,TRUE,URGENTE 70% OFF,841.516,0
2025-02-01,80,bajío,866,1020,117.78,81,7110.74,8464.5,42,42,Jewelry Product 80,Accessories,Jewelry,104.5,0.079411765,9.35334873,377.7777778,6.971313725,TRUE,URGENTE 70% OFF,878.664,878.664
2025-03-01,80,bajío,1057,1197,113.25,115,10122.48,12017.5,58,58,Jewelry Product 80,Accessories,Jewelry,104.5,0.096073517,10.87984863,312.2608696,8.456541353,TRUE,URGENTE 70% OFF,1061.1,182.436
2025-04-01,80,bajío,909,963,105.94,96,8618.8,10032,54,55,Jewelry Product 80,Accessories,Jewelry,104.5,0.099688474,10.56105611,300.9375,8.949948079,TRUE,URGENTE 70% OFF,835.872,653.436
2025-05-01,80,bajío,1044,935,89.56,75,6849.08,7837.5,44,44,Jewelry Product 80,Accessories,Jewelry,104.5,0.080213904,7.183908046,374,7.325219251,TRUE,URGENTE 70% OFF,827.528,174.092
2025-06-01,80,bajío,847,1042,123.02,83,7617.25,8673.5,46,46,Jewelry Product 80,Accessories,Jewelry,104.5,0.079654511,9.799291617,376.626506,7.310220729,TRUE,URGENTE 70% OFF,894.376,720.284
2025-07-01,80,bajío,886,1013,114.33,111,9741.87,11599.5,57,57,Jewelry Product 80,Accessories,Jewelry,104.5,0.109575518,12.5282167,273.7837838,9.616850938,TRUE,URGENTE 70% OFF,875.804,155.52
2025-08-01,80,bajío,813,957,117.71,99,9061.92,10345.5,49,49,Jewelry Product 80,Accessories,Jewelry,104.5,0.103448276,12.17712177,290,9.469090909,TRUE,URGENTE 70% OFF,815.748,660.228
2025-09-01,80,bajío,1180,1187,100.59,73,6521.67,7628.5,43,43,Jewelry Product 80,Accessories,Jewelry,104.5,0.061499579,6.186440678,487.8082192,5.494245998,TRUE,URGENTE 70% OFF,1066.292,406.064
2025-10-01,80,bajío,973,1158,119.01,108,9568.54,11286,57,57,Jewelry Product 80,Accessories,Jewelry,104.5,0.093264249,11.09969168,321.6666667,8.26298791,TRUE,URGENTE 70% OFF,1015.188,609.124
2025-11-01,80,bajío,1347,1577,117.07,193,17200.22,20168.5,104,104,Jewelry Product 80,Accessories,Jewelry,104.5,0.122384274,14.3281366,245.1295337,10.90692454,TRUE,URGENTE 70% OFF,1436.516,827.392
2025-12-01,80,bajío,1155,1461,126.49,170,15342.21,17765,88,88,Jewelry Product 80,Accessories,Jewelry,104.5,0.116358658,14.71861472,257.8235294,10.50117043,TRUE,URGENTE 70% OFF,1309.212,481.82
2025-01-01,81,bajío,1437,1703,118.51,192,9687.96,11356.8,87,87,Hats Product 81,Accessories,Hats,59.15,0.11274222,13.3611691,266.09375,5.68876101,TRUE,URGENTE 70% OFF,1560.788,0
2025-02-01,81,bajío,1342,1504,112.07,121,6045.46,7157.15,54,54,Hats Product 81,Accessories,Hats,59.15,0.080452128,9.016393443,372.892562,4.019587766,TRUE,URGENTE 70% OFF,1369.516,1369.516
2025-03-01,81,bajío,1268,1368,107.89,131,6777.64,7748.65,74,74,Hats Product 81,Accessories,Hats,59.15,0.095760234,10.33123028,313.2824427,4.954415205,TRUE,URGENTE 70% OFF,1238.532,-130.984
2025-04-01,81,bajío,1287,1443,112.12,140,7095.61,8281,77,78,Hats Product 81,Accessories,Hats,59.15,0.097020097,10.87801088,309.2142857,4.917262647,TRUE,URGENTE 70% OFF,1308.456,1439.44
2025-05-01,81,bajío,1018,1237,121.51,111,5593.74,6565.65,57,57,Hats Product 81,Accessories,Hats,59.15,0.089733226,10.90373281,334.3243243,4.522021019,TRUE,URGENTE 70% OFF,1091.188,-348.252
2025-06-01,81,bajío,1078,1208,112.06,143,7218.26,8458.45,64,64,Hats Product 81,Accessories,Hats,59.15,0.118377483,13.26530612,253.4265734,5.975380795,TRUE,URGENTE 70% OFF,1073.528,1421.78
2025-07-01,81,bajío,1054,915,86.81,108,5514.06,6388.2,61,61,Hats Product 81,Accessories,Hats,59.15,0.118032787,10.24667932,254.1666667,6.026295082,TRUE,URGENTE 70% OFF,810.828,-610.952
2025-08-01,81,bajío,1055,1221,115.73,132,6463.11,7807.8,65,65,Hats Product 81,Accessories,Hats,59.15,0.108108108,12.51184834,277.5,5.293292383,TRUE,URGENTE 70% OFF,1082.124,1693.076
2025-09-01,81,bajío,1378,1233,89.48,164,8309.37,9700.6,80,82,Hats Product 81,Accessories,Hats,59.15,0.133008921,11.90130624,225.5487805,6.739148418,TRUE,URGENTE 70% OFF,1125.624,-567.452
2025-10-01,81,bajío,1276,1437,112.62,117,6011.72,6920.55,59,60,Hats Product 81,Accessories,Hats,59.15,0.081419624,9.169278997,368.4615385,4.183521225,TRUE,URGENTE 70% OFF,1301.856,1869.308
2025-11-01,81,bajío,1318,1391,105.54,192,9684.61,11356.8,96,96,Hats Product 81,Accessories,Hats,59.15,0.138030194,14.56752656,217.34375,6.962336449,TRUE,URGENTE 70% OFF,1264.352,-604.956
2025-12-01,81,bajío,1304,1498,114.88,215,10901.91,12717.25,106,106,Hats Product 81,Accessories,Hats,59.15,0.1435247,16.48773006,209.0232558,7.277643525,TRUE,URGENTE 70% OFF,1360.144,1965.1
2025-01-01,82,bajío,958,940,98.12,89,3654.96,4331.63,48,48,Hats Product 82,Accessories,Hats,48.67,0.094680851,9.290187891,316.8539326,3.888255319,TRUE,URGENTE 70% OFF,822.256,0
2025-02-01,82,bajío,1251,1503,120.14,151,6260.62,7349.17,77,77,Hats Product 82,Accessories,Hats,48.67,0.100465735,12.07034373,298.6092715,4.165415835,TRUE,URGENTE 70% OFF,1358.832,1358.832
2025-03-01,82,bajío,1125,1268,112.71,124,5176.27,6035.08,61,62,Hats Product 82,Accessories,Hats,48.67,0.097791798,11.02222222,306.7741935,4.082231861,TRUE,URGENTE 70% OFF,1132.748,-226.084
2025-04-01,82,bajío,949,903,95.15,106,4388.84,5159.02,49,49,Hats Product 82,Accessories,Hats,48.67,0.117386489,11.16965227,255.5660377,4.860287929,TRUE,URGENTE 70% OFF,788.82,1014.904
2025-05-01,82,bajío,1129,1279,113.29,120,5053.61,5840.4,58,60,Hats Product 82,Accessories,Hats,48.67,0.093823299,10.62887511,319.75,3.951219703,TRUE,URGENTE 70% OFF,1143.052,128.148
2025-06-01,82,bajío,1328,1570,118.22,181,7588.03,8809.27,86,87,Hats Product 82,Accessories,Hats,48.67,0.115286624,13.62951807,260.2209945,4.833140127,TRUE,URGENTE 70% OFF,1428.136,1299.988
2025-07-01,82,bajío,1056,1270,120.27,157,6547.77,7641.19,74,75,Hats Product 82,Accessories,Hats,48.67,0.123622047,14.86742424,242.6751592,5.155724409,TRUE,URGENTE 70% OFF,1125.676,-174.312
2025-08-01,82,bajío,976,1289,132.07,104,4316.29,5061.68,52,52,Hats Product 82,Accessories,Hats,48.67,0.0806827,10.6557377,371.8269231,3.348557021,TRUE,URGENTE 70% OFF,1130.516,1304.828
2025-09-01,82,bajío,1323,1619,122.37,144,6163.14,7008.48,73,73,Hats Product 82,Accessories,Hats,48.67,0.088943792,10.88435374,337.2916667,3.806757258,TRUE,URGENTE 70% OFF,1472.156,167.328
2025-10-01,82,bajío,1215,1186,97.61,138,5793.06,6716.46,66,67,Hats Product 82,Accessories,Hats,48.67,0.116357504,11.35802469,257.826087,4.884536256,TRUE,URGENTE 70% OFF,1068.868,901.54
2025-11-01,82,bajío,1012,1094,108.1,171,7016.11,8322.57,79,79,Hats Product 82,Accessories,Hats,48.67,0.15630713,16.8972332,191.9298246,6.413263254,TRUE,URGENTE 70% OFF,964.28,62.74
2025-12-01,82,bajío,1155,1343,116.28,144,5957.93,7008.48,78,78,Hats Product 82,Accessories,Hats,48.67,0.107222636,12.46753247,279.7916667,4.436284438,TRUE,URGENTE 70% OFF,1203.464,1140.724
2025-01-01,83,bajío,1450,1856,128,114,4107.6,4833.6,58,58,Hats Product 83,Accessories,Hats,42.4,0.061422414,7.862068966,488.4210526,2.213146552,TRUE,URGENTE 70% OFF,1702.4,0
2025-02-01,83,bajío,1624,1426,87.81,228,8393.04,9667.2,104,105,Hats Product 83,Accessories,Hats,42.4,0.159887798,14.03940887,187.6315789,5.8857223,TRUE,URGENTE 70% OFF,1320.628,1320.628
2025-03-01,83,bajío,1658,1430,86.25,181,6550.46,7674.4,94,95,Hats Product 83,Accessories,Hats,42.4,0.126573427,10.91676719,237.0165746,4.580741259,TRUE,URGENTE 70% OFF,1326.5,5.872
2025-04-01,83,bajío,1650,1615,97.88,209,7676.29,8861.6,103,103,Hats Product 83,Accessories,Hats,42.4,0.129411765,12.66666667,231.8181818,4.753120743,TRUE,URGENTE 70% OFF,1497.544,1491.672
2025-05-01,83,bajío,2060,2520,122.33,194,6988.91,8225.6,100,101,Hats Product 83,Accessories,Hats,42.4,0.076984127,9.417475728,389.6907216,2.773376984,TRUE,URGENTE 70% OFF,2373.204,881.532
2025-06-01,83,bajío,1713,1581,92.29,198,7205.56,8395.2,98,98,Hats Product 83,Accessories,Hats,42.4,0.125237192,11.558669,239.5454545,4.557596458,TRUE,URGENTE 70% OFF,1470.252,588.72
2025-07-01,83,bajío,1796,2042,113.7,234,8678.26,9921.6,114,115,Hats Product 83,Accessories,Hats,42.4,0.114593536,13.02895323,261.7948718,4.249882468,TRUE,URGENTE 70% OFF,1905.56,1316.84
2025-08-01,83,bajío,1665,2242,134.65,202,7419.04,8564.8,100,101,Hats Product 83,Accessories,Hats,42.4,0.090098127,12.13213213,332.970297,3.30911686,TRUE,URGENTE 70% OFF,2080.42,763.58
2025-09-01,83,bajío,1852,1671,90.23,239,8660.58,10133.6,108,109,Hats Product 83,Accessories,Hats,42.4,0.143028127,12.9049676,209.748954,5.182872531,TRUE,URGENTE 70% OFF,1562.724,799.144
2025-10-01,83,bajío,1688,1765,104.56,154,5517.62,6529.6,76,76,Hats Product 83,Accessories,Hats,42.4,0.087252125,9.123222749,343.8311688,3.126130312,TRUE,URGENTE 70% OFF,1639.528,840.384
2025-11-01,83,bajío,1567,1852,118.19,239,8765.96,10133.6,113,113,Hats Product 83,Accessories,Hats,42.4,0.129049676,15.25207403,232.4686192,4.733239741,TRUE,URGENTE 70% OFF,1710.172,869.788
2025-12-01,83,bajío,1684,1689,100.3,267,9708.29,11320.8,132,133,Hats Product 83,Accessories,Hats,42.4,0.158081705,15.85510689,189.7752809,5.747951451,TRUE,URGENTE 70% OFF,1568.64,698.852
2025-01-01,84,bajío,1320,1455,110.23,133,5106.63,5969.04,69,69,Hats Product 84,Accessories,Hats,44.88,0.091408935,10.07575758,328.1954887,3.50971134,TRUE,URGENTE 70% OFF,1322.724,0
2025-02-01,84,bajío,1205,1092,90.62,116,4539.05,5206.08,56,56,Hats Product 84,Accessories,Hats,44.88,0.106227106,9.626556017,282.4137931,4.156639194,TRUE,URGENTE 70% OFF,983.256,983.256
2025-03-01,84,bajío,1489,1317,88.45,170,6513.7,7629.6,82,83,Hats Product 84,Accessories,Hats,44.88,0.129081245,11.41705843,232.4117647,4.945861807,TRUE,URGENTE 70% OFF,1210.86,227.604
2025-04-01,84,bajío,1263,1279,101.27,125,4820.08,5610,63,63,Hats Product 84,Accessories,Hats,44.88,0.097732604,9.897070467,306.96,3.768631744,TRUE,URGENTE 70% OFF,1157.476,929.872
2025-05-01,84,bajío,1615,1910,118.27,184,7091.72,8257.92,86,87,Hats Product 84,Accessories,Hats,44.88,0.096335079,11.39318885,311.4130435,3.712942408,TRUE,URGENTE 70% OFF,1768.076,838.204
2025-06-01,84,bajío,1309,1457,111.31,152,5909.5,6821.76,83,84,Hats Product 84,Accessories,Hats,44.88,0.104323953,11.61191749,287.5657895,4.055936857,TRUE,URGENTE 70% OFF,1323.428,485.224
2025-07-01,84,bajío,1392,1420,102.01,155,6034.33,6956.4,82,83,Hats Product 84,Accessories,Hats,44.88,0.10915493,11.13505747,274.8387097,4.249528169,TRUE,URGENTE 70% OFF,1297.588,812.364
2025-08-01,84,bajío,1292,1238,95.82,158,6124.55,7091.04,85,85,Hats Product 84,Accessories,Hats,44.88,0.127625202,12.22910217,235.0632911,4.947132472,TRUE,URGENTE 70% OFF,1123.016,310.652
2025-09-01,84,bajío,1244,1434,115.27,149,5648.65,6687.12,63,63,Hats Product 84,Accessories,Hats,44.88,0.10390516,11.97749196,288.7248322,3.939086471,TRUE,URGENTE 70% OFF,1295.676,985.024
2025-10-01,84,bajío,1219,1428,117.15,128,4912.39,5744.64,60,61,Hats Product 84,Accessories,Hats,44.88,0.089635854,10.50041017,334.6875,3.44004902,TRUE,URGENTE 70% OFF,1287.42,302.396
2025-11-01,84,bajío,1376,1552,112.79,179,6859.88,8033.52,89,89,Hats Product 84,Accessories,Hats,44.88,0.115335052,13.00872093,260.1117318,4.420025773,TRUE,URGENTE 70% OFF,1416.652,1114.256
2025-12-01,84,bajío,1366,1612,118.01,211,8029.3,9469.68,105,106,Hats Product 84,Accessories,Hats,44.88,0.1308933,15.4465593,229.1943128,4.980955335,TRUE,URGENTE 70% OFF,1470.388,356.132
2025-01-01,85,bajío,1242,1201,96.7,127,3385.99,3989.07,69,70,Hats Product 85,Accessories,Hats,31.41,0.105745212,10.22544283,283.7007874,2.819308909,TRUE,URGENTE 70% OFF,1084.96,0
2025-02-01,85,bajío,1211,1317,108.75,106,2893.89,3329.46,52,52,Hats Product 85,Accessories,Hats,31.41,0.080485953,8.753096614,372.7358491,2.197334852,TRUE,URGENTE 70% OFF,1186.5,1186.5
2025-03-01,85,bajío,1361,1507,110.73,199,5382.4,6250.59,94,94,Hats Product 85,Accessories,Hats,31.41,0.132050431,14.62160176,227.1859296,3.571599204,TRUE,URGENTE 70% OFF,1374.124,187.624
2025-04-01,85,bajío,1061,1087,102.45,126,3432.08,3957.66,57,57,Hats Product 85,Accessories,Hats,31.41,0.115915363,11.87558907,258.8095238,3.157387305,TRUE,URGENTE 70% OFF,964.06,776.436
2025-05-01,85,bajío,1237,1620,130.96,136,3770.84,4271.76,64,67,Hats Product 85,Accessories,Hats,31.41,0.083950617,10.99434115,357.3529412,2.327679012,TRUE,URGENTE 70% OFF,1462.848,686.412
2025-06-01,85,bajío,1140,1358,119.12,142,3845.64,4460.22,61,61,Hats Product 85,Accessories,Hats,31.41,0.104565538,12.45614035,286.9014085,2.831840943,TRUE,URGENTE 70% OFF,1215.056,528.644
2025-07-01,85,bajío,1337,1611,120.49,178,4832.95,5590.98,85,86,Hats Product 85,Accessories,Hats,31.41,0.110490379,13.31338818,271.5168539,2.999968963,TRUE,URGENTE 70% OFF,1466.412,937.768
2025-08-01,85,bajío,1377,1382,100.36,169,4489.15,5308.29,81,81,Hats Product 85,Accessories,Hats,31.41,0.122286541,12.27305737,245.3254438,3.248299566,TRUE,URGENTE 70% OFF,1261.568,323.8
2025-09-01,85,bajío,1163,1325,113.93,104,2815.96,3266.64,53,53,Hats Product 85,Accessories,Hats,31.41,0.078490566,8.94239037,382.2115385,2.12525283,TRUE,URGENTE 70% OFF,1188.284,864.484
2025-10-01,85,bajío,1336,1632,122.16,161,4278.39,5057.01,84,84,Hats Product 85,Accessories,Hats,31.41,0.098651961,12.0508982,304.0993789,2.6215625,TRUE,URGENTE 70% OFF,1485.408,620.924
2025-11-01,85,bajío,1274,1499,117.66,158,4227.73,4962.78,84,84,Hats Product 85,Accessories,Hats,31.41,0.105403602,12.40188383,284.6202532,2.820366911,TRUE,URGENTE 70% OFF,1357.808,736.884
2025-12-01,85,bajío,1265,1435,113.44,166,4508.43,5214.06,87,88,Hats Product 85,Accessories,Hats,31.41,0.115679443,13.12252964,259.3373494,3.141763066,TRUE,URGENTE 70% OFF,1298.872,561.988
2025-01-01,86,bajío,731,1011,138.3,62,2052.33,2336.78,35,35,Hats Product 86,Accessories,Hats,37.69,0.06132542,8.481532148,489.1935484,2.03,TRUE,URGENTE 70% OFF,845.04,0
2025-02-01,86,bajío,664,769,115.81,51,1681.56,1922.19,29,29,Hats Product 86,Accessories,Hats,37.69,0.066319896,7.680722892,452.3529412,2.186684005,TRUE,URGENTE 70% OFF,630.028,630.028
2025-03-01,86,bajío,604,703,116.39,84,2652.78,3165.96,37,37,Hats Product 86,Accessories,Hats,37.69,0.119487909,13.90728477,251.0714286,3.773513514,TRUE,URGENTE 70% OFF,563.332,-66.696
2025-04-01,86,bajío,644,653,101.4,63,1931.46,2374.47,28,28,Hats Product 86,Accessories,Hats,37.69,0.096477795,9.782608696,310.952381,2.957825421,TRUE,URGENTE 70% OFF,531.32,598.016
2025-05-01,86,bajío,828,1024,123.67,111,3533.56,4183.59,55,55,Hats Product 86,Accessories,Hats,37.69,0.108398438,13.4057971,276.7567568,3.450742188,TRUE,URGENTE 70% OFF,875.596,277.58
2025-06-01,86,bajío,783,826,105.49,117,3792.58,4409.73,55,55,Hats Product 86,Accessories,Hats,37.69,0.141646489,14.94252874,211.7948718,4.591501211,TRUE,URGENTE 70% OFF,699.412,421.832
2025-07-01,86,bajío,705,902,127.94,115,3717.53,4334.35,51,51,Hats Product 86,Accessories,Hats,37.69,0.127494457,16.31205674,235.3043478,4.121430155,TRUE,URGENTE 70% OFF,748.472,326.64
2025-08-01,86,bajío,739,805,108.93,73,2380.28,2751.37,37,37,Hats Product 86,Accessories,Hats,37.69,0.09068323,9.878213802,330.8219178,2.956869565,TRUE,URGENTE 70% OFF,674.284,347.644
2025-09-01,86,bajío,712,860,120.79,74,2316.6,2789.06,32,33,Hats Product 86,Accessories,Hats,37.69,0.086046512,10.39325843,348.6486486,2.69372093,TRUE,URGENTE 70% OFF,715.052,367.408
2025-10-01,86,bajío,866,939,108.43,91,2987.48,3429.79,46,46,Hats Product 86,Accessories,Hats,37.69,0.096911608,10.50808314,309.5604396,3.181554846,TRUE,URGENTE 70% OFF,808.884,441.476
2025-11-01,86,bajío,730,936,128.22,114,3766.89,4296.66,58,58,Hats Product 86,Accessories,Hats,37.69,0.121794872,15.61643836,246.3157895,4.024455128,TRUE,URGENTE 70% OFF,782.136,340.66
2025-12-01,86,bajío,723,760,105.12,148,4771.41,5578.12,69,69,Hats Product 86,Accessories,Hats,37.69,0.194736842,20.47026279,154.0540541,6.278171053,TRUE,URGENTE 70% OFF,633.856,293.196
2025-01-01,87,bajío,1549,1754,113.23,181,8145.49,9583.95,87,88,Hats Product 87,Accessories,Hats,52.95,0.103192702,11.68495804,290.718232,4.643950969,TRUE,URGENTE 70% OFF,1618.124,0
2025-02-01,87,bajío,1419,1576,111.06,145,6528.02,7677.75,69,69,Hats Product 87,Accessories,Hats,52.95,0.092005076,10.21846371,326.0689655,4.14214467,TRUE,URGENTE 70% OFF,1442.728,1442.728
2025-03-01,87,bajío,1475,1509,102.31,160,7122.6,8472,78,79,Hats Product 87,Accessories,Hats,52.95,0.106030484,10.84745763,282.9375,4.720079523,TRUE,URGENTE 70% OFF,1386.228,-56.5
2025-04-01,87,bajío,1526,1827,119.72,143,6306.33,7571.85,76,77,Hats Product 87,Accessories,Hats,52.95,0.078270389,9.370904325,383.2867133,3.451740558,TRUE,URGENTE 70% OFF,1683.336,1739.836
2025-05-01,87,bajío,1626,1902,116.97,175,7853.74,9266.25,89,89,Hats Product 87,Accessories,Hats,52.95,0.092008412,10.76260763,326.0571429,4.129200841,TRUE,URGENTE 70% OFF,1761.636,21.8
2025-06-01,87,bajío,1374,1357,98.76,151,6913.64,7995.45,76,77,Hats Product 87,Accessories,Hats,52.95,0.111274871,10.98981077,269.602649,5.094797347,TRUE,URGENTE 70% OFF,1238.488,1216.688
2025-07-01,87,bajío,1721,1836,106.68,231,10502.39,12231.45,114,116,Hats Product 87,Accessories,Hats,52.95,0.125816993,13.42242882,238.4415584,5.720255991,TRUE,URGENTE 70% OFF,1707.984,491.296
2025-08-01,87,bajío,1757,1564,89.02,227,10370.2,12019.65,111,112,Hats Product 87,Accessories,Hats,52.95,0.145140665,12.91974957,206.6960352,6.63056266,TRUE,URGENTE 70% OFF,1457.176,965.88
2025-09-01,87,bajío,1689,1963,116.22,166,7485.11,8789.7,85,85,Hats Product 87,Accessories,Hats,52.95,0.084564442,9.82830077,354.7590361,3.8130973,TRUE,URGENTE 70% OFF,1823.536,857.656
2025-10-01,87,bajío,1883,2050,108.87,181,8179.53,9583.95,93,94,Hats Product 87,Accessories,Hats,52.95,0.088292683,9.612320765,339.7790055,3.990014634,TRUE,URGENTE 70% OFF,1919.356,1061.7
2025-11-01,87,bajío,1858,2014,108.4,259,11666.23,13714.05,125,127,Hats Product 87,Accessories,Hats,52.95,0.128599801,13.93972013,233.2818533,5.792567031,TRUE,URGENTE 70% OFF,1883.92,822.22
2025-12-01,87,bajío,1794,2155,120.12,242,10919.37,12813.9,115,116,Hats Product 87,Accessories,Hats,52.95,0.112296984,13.48940914,267.1487603,5.066993039,TRUE,URGENTE 70% OFF,2010.856,1188.636
2025-01-01,88,bajío,691,673,97.4,97,5090.54,5988.78,48,48,Belts Product 88,Accessories,Belts,61.74,0.144130758,14.03762663,208.1443299,7.563952452,TRUE,URGENTE 70% OFF,556.12,0
